instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,kategori
534,2012-06-17,Summer,2012,June,0,Sunday,0,1,0.6646047046327856,0.6470048819521087,0.6156812339331619,0.25256555067265374,2634,4344,6978,Tinggi
535,2012-06-18,Summer,2012,June,0,Monday,1,2,0.6344914362784202,0.6113891563747331,0.7999146529562982,0.3140864033802866,653,4446,5099,Tinggi
536,2012-06-19,Summer,2012,June,0,Tuesday,1,1,0.7840173270602238,0.7555821116201801,0.7095115681233932,0.25898316391837656,968,5857,6825,Tinggi
537,2012-06-20,Summer,2012,June,0,Wednesday,1,1,0.9013540317039745,0.8425874976241305,0.608825706940874,0.18846775721424872,872,5339,6211,Tinggi
538,2012-06-21,Fall,2012,June,0,Thursday,1,1,0.9304280951174064,0.8840234468115045,0.5839763496143958,0.1987239814023217,778,5127,5905,Tinggi
539,2012-06-22,Fall,2012,June,0,Friday,1,1,0.8951237862547328,0.8467170473483197,0.589974293059126,0.3307767332348874,964,4859,5823,Tinggi
540,2012-06-23,Fall,2012,June,0,Saturday,0,1,0.8380136183197128,0.7530881051116107,0.5496997429305913,0.3243426275683595,2657,4801,7458,Tinggi
541,2012-06-24,Fall,2012,June,0,Sunday,0,1,0.8525500270018838,0.7812598775784089,0.4927167095115681,0.25384577483763726,2551,4340,6891,Tinggi
542,2012-06-25,Fall,2012,June,0,Monday,1,1,0.8182836770310539,0.7547288988672484,0.5184236503856041,0.5730936874640904,1139,5640,6779,Tinggi
543,2012-06-26,Fall,2012,June,0,Tuesday,1,1,0.7123695043939429,0.6768397629696213,0.38388997429305916,0.6705206018166815,1077,6365,7442,Tinggi
544,2012-06-27,Fall,2012,June,0,Wednesday,1,1,0.7954398590668638,0.7373364850574881,0.37017994858611825,0.5141167906656198,1077,6258,7335,Tinggi
545,2012-06-28,Fall,2012,June,0,Thursday,1,1,0.8598194773920592,0.7829111724140827,0.4344473007712082,0.30770383652877425,921,5958,6879,Tinggi
546,2012-06-29,Fall,2012,June,0,Friday,1,1,0.96573365002917,0.928746234050172,0.5025706940874036,0.29485417916912426,829,4634,5463,Tinggi
547,2012-06-30,Fall,2012,June,0,Saturday,0,1,0.8795481726316283,0.7986575419281873,0.6182519280205655,0.28589467156683973,1455,4232,5687,Tinggi
548,2012-07-01,Fall,2012,July,0,Sunday,0,1,0.9428885860158902,0.8815123760478764,0.5334190231362468,0.30126973086224645,1421,4110,5531,Tinggi
549,2012-07-02,Fall,2012,July,0,Monday,1,1,0.900316072812131,0.8177301285437207,0.4597254498714653,0.35639152429756205,904,5323,6227,Tinggi
550,2012-07-03,Fall,2012,July,0,Tuesday,1,1,0.8992768678711974,0.8185334611664808,0.50599794344473,0.2140825482769234,1052,5608,6660,Tinggi
551,2012-07-04,Fall,2012,July,1,Wednesday,0,1,0.9096614409859937,0.8575016565453756,0.5539845758354754,0.23204485608610526,2562,4841,7403,Tinggi
552,2012-07-05,Fall,2012,July,0,Thursday,1,1,0.957426240747151,0.8956074507263071,0.4708658097686375,0.35383932217799735,1405,4836,6241,Tinggi
553,2012-07-06,Fall,2012,July,0,Friday,1,1,0.9584641996389947,0.8840116330964639,0.4635814910025707,0.2551177527922184,1366,4841,6207,Tinggi
554,2012-07-07,Fall,2012,July,0,Saturday,0,1,1.0,0.952767454632709,0.50599794344473,0.29101350667417347,1448,3392,4840,Sedang
555,2012-07-08,Fall,2012,July,0,Sunday,0,1,0.9511959952979092,0.933711932272234,0.589974293059126,0.21282912429574785,1203,3469,4672,Sedang
556,2012-07-09,Fall,2012,July,0,Monday,1,2,0.812053431581812,0.7547446504873025,0.7026560411311054,0.3269278145295341,998,5571,6569,Tinggi
557,2012-07-10,Fall,2012,July,0,Tuesday,1,2,0.8245139224802955,0.7688449757057513,0.6863753213367608,0.26665213959267436,954,5336,6290,Tinggi
558,2012-07-11,Fall,2012,July,0,Wednesday,1,1,0.8193228819719874,0.7497789522652405,0.6512421593830334,0.26664389338227185,975,6289,7264,Tinggi
559,2012-07-12,Fall,2012,July,0,Thursday,1,1,0.8182836770310539,0.7555702979051395,0.5445583547557841,0.25642271558840934,1032,6414,7446,Tinggi
560,2012-07-13,Fall,2012,July,0,Friday,1,2,0.8380136183197128,0.7729627117148998,0.4995712082262211,0.12051486039268866,1511,5988,7499,Tinggi
561,2012-07-14,Fall,2012,July,0,Saturday,0,2,0.8027080634079492,0.770480518921371,0.7189377892030848,0.25004014873689706,2355,4614,6969,Tinggi
562,2012-07-15,Fall,2012,July,0,Sunday,0,1,0.8556651497265046,0.8218754298879639,0.7382179948586118,0.29743111991989635,1920,4111,6031,Tinggi
563,2012-07-16,Fall,2012,July,0,Monday,1,1,0.8774710087988511,0.8467222978883377,0.6632390745501285,0.2923184694703645,1088,5742,6830,Tinggi
564,2012-07-17,Fall,2012,July,0,Tuesday,1,1,0.9460037087405111,0.888146433360671,0.5201367609254498,0.18973973516882983,921,5865,6786,Tinggi
565,2012-07-18,Fall,2012,July,0,Wednesday,1,1,0.9148524814943019,0.8748888198151179,0.5934015424164524,0.23718224516684455,799,4914,5713,Tinggi
566,2012-07-19,Fall,2012,July,0,Thursday,1,1,0.8857784180808701,0.8342745801405673,0.6173953727506426,0.2948789178003316,888,5703,6591,Tinggi
567,2012-07-20,Fall,2012,July,0,Friday,1,2,0.7559812225386356,0.700888548887253,0.8680380462724935,0.3846347949260243,747,5123,5870,Tinggi
568,2012-07-21,Fall,2012,July,0,Saturday,0,3,0.6687577862492501,0.6180442158475998,0.8898889460154241,0.3935675023445007,1264,3195,4459,Sedang
569,2012-07-22,Fall,2012,July,0,Sunday,0,2,0.7580583863714129,0.7141461624328062,0.7840616966580976,0.14746100212484226,2544,4866,7410,Tinggi
570,2012-07-23,Fall,2012,July,0,Monday,1,1,0.8504741092181963,0.8019509431545033,0.7137964010282776,0.23974063194421108,1135,5831,6966,Tinggi
571,2012-07-24,Fall,2012,July,0,Tuesday,1,1,0.8618953951757464,0.8235214741836198,0.6735218508997429,0.38976187624376046,1140,6452,7592,Tinggi
572,2012-07-25,Fall,2012,July,0,Wednesday,1,1,0.8286682501458501,0.7547446504873025,0.4627249357326478,0.2935822012145431,1383,6790,8173,Tinggi
573,2012-07-26,Fall,2012,July,0,Thursday,1,1,0.8940858273628891,0.8665929665866133,0.6135393316195372,0.5409953134724731,1036,5825,6861,Tinggi
574,2012-07-27,Fall,2012,July,0,Friday,1,1,0.900316072812131,0.8599694103538548,0.6113964010282775,0.2692393881064495,1259,5645,6904,Tinggi
575,2012-07-28,Fall,2012,July,0,Saturday,0,1,0.8681256406249883,0.8119099049337224,0.6306766066838047,0.27822363433994135,2234,4451,6685,Tinggi
576,2012-07-29,Fall,2012,July,0,Sunday,0,1,0.8255531274212291,0.7729627117148998,0.6413881748071979,0.30511864956759965,2153,4444,6597,Tinggi
577,2012-07-30,Fall,2012,July,0,Monday,1,1,0.8369744133787792,0.7953483890818169,0.6876606683804627,0.2705278584818356,1040,6065,7105,Tinggi
578,2012-07-31,Fall,2012,July,0,Tuesday,1,1,0.8151685543064329,0.7663509691971819,0.724079177377892,0.29487067158992913,968,6248,7216,Tinggi
579,2012-08-01,Fall,2012,August,0,Wednesday,1,1,0.8203608408638311,0.772142314837081,0.6966580976863753,0.24488626723535284,1074,6506,7580,Tinggi
580,2012-08-02,Fall,2012,August,0,Thursday,1,1,0.8639725590085237,0.8243589353164973,0.6782344473007712,0.22050840773304875,983,6278,7261,Tinggi
581,2012-08-03,Fall,2012,August,0,Friday,1,2,0.880586131523472,0.8450710030526639,0.6606683804627249,0.39870489142524,1328,5847,7175,Tinggi
582,2012-08-04,Fall,2012,August,0,Saturday,0,1,0.9148524814943019,0.882349837180754,0.6306766066838047,0.4846015420825764,2345,4479,6824,Tinggi
583,2012-08-05,Fall,2012,August,0,Sunday,0,1,0.8847404591890264,0.8558503617097017,0.6709511568123393,0.552556500456737,1707,3757,5464,Tinggi
584,2012-08-06,Fall,2012,August,0,Monday,1,2,0.8639725590085237,0.8285042366607405,0.67266529562982,0.22050840773304875,1233,5780,7013,Tinggi
585,2012-08-07,Fall,2012,August,0,Tuesday,1,2,0.843204658828021,0.811932219728799,0.7236503856041131,0.19485032406576105,1278,5995,7273,Tinggi
586,2012-08-08,Fall,2012,August,0,Wednesday,1,2,0.8608574362839028,0.8251845827343341,0.691945501285347,0.1820522055211265,1263,6271,7534,Tinggi
587,2012-08-09,Fall,2012,August,0,Thursday,1,1,0.8681256406249883,0.8144091619823098,0.6379609254498714,0.27564669358916927,1196,6090,7286,Tinggi
588,2012-08-10,Fall,2012,August,0,Friday,1,2,0.8182836770310539,0.7729745254299404,0.7360750642673523,0.44616389384405963,1065,4721,5786,Tinggi
589,2012-08-11,Fall,2012,August,0,Saturday,0,2,0.789209613617622,0.7340220816710998,0.7536421593830335,0.3795056520556875,2247,4052,6299,Tinggi
590,2012-08-12,Fall,2012,August,0,Sunday,0,1,0.7995929406833284,0.7423074338195683,0.5454159383033419,0.20640326483962257,2182,4362,6544,Tinggi
591,2012-08-13,Fall,2012,August,0,Monday,1,1,0.8245139224802955,0.7655082575242863,0.5608401028277635,0.23464653546808478,1207,5676,6883,Tinggi
592,2012-08-14,Fall,2012,August,0,Tuesday,1,1,0.8317833728704709,0.7845742809647972,0.7060843187660668,0.30256644744803496,1128,5656,6784,Tinggi
593,2012-08-15,Fall,2012,August,0,Wednesday,1,1,0.8068623910735038,0.7547223356922258,0.6371033419023135,0.3038301791922136,1198,6149,7347,Tinggi
594,2012-08-16,Fall,2012,August,0,Thursday,1,1,0.8224380046966082,0.7555768610801621,0.5338478149100258,0.24615824518993396,1338,6267,7605,Tinggi
595,2012-08-17,Fall,2012,August,0,Friday,1,1,0.8276290452049165,0.214393200340655,0.5869748071979435,0.43078677299605234,1483,5665,7148,Tinggi
596,2012-08-18,Fall,2012,August,0,Saturday,0,1,0.7715568361617401,0.7075121051200115,0.6203938303341902,0.32052050904681434,2827,5038,7865,Tinggi
597,2012-08-19,Fall,2012,August,0,Sunday,0,2,0.7185997498431846,0.6884565827595368,0.7317912596401028,0.13205955495614768,1208,3341,4549,Sedang
598,2012-08-20,Fall,2012,August,0,Monday,1,2,0.7185997498431846,0.6784976209803177,0.7549275064267352,0.2217968781084348,1026,5504,6530,Tinggi
599,2012-08-21,Fall,2012,August,0,Tuesday,1,1,0.7352145684072229,0.6851369288331305,0.6928020565552698,0.10385916462177827,1081,5925,7006,Tinggi
600,2012-08-22,Fall,2012,August,0,Wednesday,1,1,0.7580583863714129,0.7124778033420737,0.6962293059125964,0.09873105252774181,1094,6281,7375,Tinggi
601,2012-08-23,Fall,2012,August,0,Thursday,1,1,0.7933626952340865,0.7323694742004214,0.6538128534704369,0.1282370241240824,1363,6402,7765,Tinggi
602,2012-08-24,Fall,2012,August,0,Friday,1,2,0.8016701045161055,0.7456165866659386,0.6323907455012853,0.10257069424639223,1325,6257,7582,Tinggi
603,2012-08-25,Fall,2012,August,0,Saturday,0,2,0.7507901820303273,0.7083325019978304,0.7330766066838046,0.4576982806445155,1829,4224,6053,Tinggi
604,2012-08-26,Fall,2012,August,0,Sunday,0,2,0.7404056089155312,0.6785356873954485,0.8697511568123393,0.42564113770491063,1483,3772,5255,Tinggi
605,2012-08-27,Fall,2012,August,0,Monday,1,1,0.8027080634079492,0.7555768610801621,0.7510714652956297,0.21922818356806512,989,5928,6917,Tinggi
606,2012-08-28,Fall,2012,August,0,Tuesday,1,1,0.8338592906541583,0.7704910200014071,0.6375321336760925,0.3474402629056801,935,6105,7040,Tinggi
607,2012-08-29,Fall,2012,August,0,Wednesday,1,1,0.7798642454437593,0.7306958645696708,0.5676946015424165,0.1858908164634766,1177,6520,7697,Tinggi
608,2012-08-30,Fall,2012,August,0,Thursday,1,1,0.8068623910735038,0.753071040856552,0.6071125964010282,0.11281846606880266,1172,6541,7713,Tinggi
609,2012-08-31,Fall,2012,August,0,Friday,1,1,0.8785102137397847,0.8011410473567205,0.6041131105398457,0.3012779770726489,1433,5917,7350,Tinggi
610,2012-09-01,Fall,2012,September,0,Saturday,0,2,0.8650105179003674,0.818538711706499,0.6563835475578407,0.18717928683886265,2352,3788,6140,Tinggi
611,2012-09-02,Fall,2012,September,0,Sunday,0,2,0.7944019001750201,0.7481105931745079,0.8380462724935732,0.08592365699640445,2613,3197,5810,Tinggi
612,2012-09-03,Fall,2012,September,1,Monday,0,1,0.8079003499653474,0.7646878606464674,0.8131958868894601,0.2653822231906938,1965,4069,6034,Tinggi
613,2012-09-04,Fall,2012,September,0,Tuesday,1,1,0.8307441679295373,0.797843708225391,0.7763496143958869,0.4410265047633204,867,5997,6864,Tinggi
614,2012-09-05,Fall,2012,September,0,Wednesday,1,1,0.8442438637689545,0.8268463786500441,0.762210796915167,0.34101440344955475,832,6280,7112,Tinggi
615,2012-09-06,Fall,2012,September,0,Thursday,1,2,0.7944019001750201,0.7564182601180531,0.833333676092545,0.24744671556532,611,5592,6203,Tinggi
616,2012-09-07,Fall,2012,September,0,Friday,1,1,0.8027080634079492,0.7588794507515098,0.7570694087403598,0.30769559031837174,1045,6459,7504,Tinggi
617,2012-09-08,Fall,2012,September,0,Saturday,0,2,0.7476750593057063,0.6983892918386656,0.8217655526992287,0.5333490148767822,1557,4419,5976,Tinggi
618,2012-09-09,Fall,2012,September,0,Sunday,0,1,0.686410563705132,0.6561276952334547,0.5629820051413882,0.4166486452610163,2570,5657,8227,Tinggi
619,2012-09-10,Fall,2012,September,0,Monday,1,1,0.6531821726261456,0.6387077160885997,0.5179948586118251,0.4871887905963516,1118,6407,7525,Tinggi
620,2012-09-11,Fall,2012,September,0,Tuesday,1,1,0.6459139682850602,0.6237935571673546,0.5347043701799485,0.1436129080405293,1070,6697,7767,Tinggi
621,2012-09-12,Fall,2012,September,0,Wednesday,1,1,0.6729121139148047,0.6445108754435392,0.5934015424164524,0.225645796813788,1050,6820,7870,Tinggi
622,2012-09-13,Fall,2012,September,0,Thursday,1,1,0.6895256864297529,0.6569585931913097,0.6550982005141387,0.12437161299792421,1054,6750,7804,Tinggi
623,2012-09-14,Fall,2012,September,0,Friday,1,1,0.7154846271185639,0.6760246166318206,0.6915167095115681,0.16795737039070338,1379,6630,8009,Tinggi
624,2012-09-15,Fall,2012,September,0,Saturday,0,1,0.6843333998723548,0.6652400074347646,0.5158529562982005,0.4641158938902384,3160,5554,8714,Tinggi
625,2012-09-16,Fall,2012,September,0,Sunday,0,1,0.649029091009681,0.6353880621621932,0.5861182519280205,0.13975594928003368,2166,5167,7333,Tinggi
626,2012-09-17,Fall,2012,September,0,Monday,1,2,0.6500670499015248,0.622163264491753,0.7553552699228792,0.2666624473556774,1022,5847,6869,Tinggi
627,2012-09-18,Fall,2012,September,0,Tuesday,1,2,0.7030241362200802,0.6379371993409522,0.897172236503856,0.6910227424298243,371,3702,4073,Sedang
628,2012-09-19,Fall,2012,September,0,Wednesday,1,1,0.6147627410388511,0.6055636822247167,0.5518426735218509,0.3974329134706589,788,6803,7591,Tinggi
629,2012-09-20,Fall,2012,September,0,Thursday,1,1,0.6074945366977655,0.5947843235676789,0.6358179948586118,0.19744581878993872,939,6781,7720,Tinggi
630,2012-09-21,Fall,2012,September,0,Friday,1,1,0.6729121139148047,0.6469996314120907,0.6876606683804627,0.2717895286734136,1250,6917,8167,Tinggi
631,2012-09-22,Fall,2012,September,0,Saturday,0,1,0.7362525272990665,0.6975583938808106,0.6649532133676093,0.5384596037737133,2512,5883,8395,Tinggi
632,2012-09-23,Winter,2012,September,0,Sunday,0,1,0.5856886776254192,0.5773800960428779,0.48029100257069407,0.4140964431414516,2454,5453,7907,Tinggi
633,2012-09-24,Winter,2012,September,0,Monday,1,1,0.5669979412776938,0.5558266292688202,0.5068555269922879,0.24741166917110952,1001,6435,7436,Tinggi
634,2012-09-25,Winter,2012,September,0,Tuesday,1,1,0.6116476183142302,0.6105188793667428,0.5861182519280205,0.4410265047633204,845,6693,7538,Tinggi
635,2012-09-26,Winter,2012,September,0,Wednesday,1,1,0.7175617909513411,0.6793455831932312,0.6486714652956298,0.4576817882237107,787,6946,7733,Tinggi
636,2012-09-27,Winter,2012,September,0,Thursday,1,2,0.7362525272990665,0.6942597421144765,0.7103681233933162,0.2307914321049297,751,6642,7393,Tinggi
637,2012-09-28,Winter,2012,September,0,Friday,1,2,0.6978330957117719,0.6652347568947465,0.7095115681233932,0.2923019770495595,1045,6370,7415,Tinggi
638,2012-09-29,Winter,2012,September,0,Saturday,0,1,0.6023022501403674,0.5922955675991275,0.5582694087403598,0.42305595074373603,2589,5966,8555,Tinggi
639,2012-09-30,Winter,2012,September,0,Sunday,0,1,0.5825735549007983,0.57571304958715,0.5998282776349614,0.23206134850691024,2015,4874,6889,Tinggi
640,2012-10-01,Winter,2012,October,0,Monday,1,2,0.575304104510623,0.5682795975566086,0.6675239074550129,0.1410359672897572,763,6015,6778,Tinggi
641,2012-10-02,Winter,2012,October,0,Tuesday,1,3,0.6625275408000084,0.6080957551484168,0.8963156812339331,0.1692190405822814,315,4324,4639,Sedang
642,2012-10-03,Winter,2012,October,0,Wednesday,1,2,0.7455978954729292,0.6826534234045971,0.8161953727506426,0.0910259996829332,728,6844,7572,Tinggi
643,2012-10-04,Winter,2012,October,0,Thursday,1,2,0.7455978954729292,0.6942597421144765,0.743359383033419,0.19616559462495514,891,6437,7328,Tinggi
644,2012-10-05,Winter,2012,October,0,Friday,1,1,0.6926408091543738,0.6577842406091465,0.6452442159383033,0.17308445170843956,1516,6640,8156,Tinggi
645,2012-10-06,Winter,2012,October,0,Saturday,0,1,0.6168399048716282,0.6030919905112241,0.6829480719794344,0.5063859684133035,3031,4934,7965,Tinggi
646,2012-10-07,Winter,2012,October,0,Sunday,0,2,0.4444689500765448,0.4472717143958256,0.7283629820051414,0.24485122084114236,781,2729,3510,Sedang
647,2012-10-08,Winter,2012,October,1,Monday,0,2,0.403972354656473,0.40499830407557413,0.7296483290488431,0.3448715683653104,874,4604,5478,Tinggi
648,2012-10-09,Winter,2012,October,0,Tuesday,1,2,0.48288962771292926,0.471291622343358,0.7832051413881748,0.346151792530294,601,5791,6392,Tinggi
649,2012-10-10,Winter,2012,October,0,Wednesday,1,1,0.5669979412776938,0.5566522766866571,0.6486714652956298,0.34104120363336277,780,6911,7691,Tinggi
650,2012-10-11,Winter,2012,October,0,Thursday,1,1,0.46835197298166836,0.46217537223703453,0.47643496143958863,0.3282080386945177,834,6736,7570,Tinggi
651,2012-10-12,Winter,2012,October,0,Friday,1,1,0.47146709570628936,0.464674629285622,0.5544133676092544,0.43849285661716125,1060,6222,7282,Tinggi
652,2012-10-13,Winter,2012,October,0,Saturday,0,1,0.41643284555495663,0.40997056547265887,0.5085686375321337,0.2551177527922184,2252,4857,7109,Tinggi
653,2012-10-14,Winter,2012,October,0,Sunday,0,1,0.5763433094515564,0.5632968350794878,0.6585264781491003,0.5282116257960429,2080,4559,6639,Tinggi
654,2012-10-15,Winter,2012,October,0,Monday,1,2,0.626185273045491,0.603917637929061,0.7275064267352185,0.5641341798618059,760,5115,5875,Tinggi
655,2012-10-16,Winter,2012,October,0,Tuesday,1,1,0.5098865272935839,0.5011330665358931,0.5741213367609254,0.32949650906990374,922,6612,7534,Tinggi
656,2012-10-17,Winter,2012,October,0,Wednesday,1,1,0.49431091367047936,0.48703799185746244,0.7125110539845758,0.16281998130996414,979,6482,7461,Tinggi
657,2012-10-18,Winter,2012,October,0,Thursday,1,2,0.5773812683434001,0.5690999944344275,0.7489285347043702,0.4422964211653009,1008,6501,7509,Tinggi
658,2012-10-19,Winter,2012,October,0,Friday,1,2,0.6282611908291783,0.6022715936334052,0.8380462724935732,0.23205310229650772,753,4671,5424,Tinggi
659,2012-10-20,Winter,2012,October,0,Saturday,0,1,0.5296164685822429,0.5168794360499976,0.5891177377892031,0.1961470406515496,2806,5284,8090,Tinggi
660,2012-10-21,Winter,2012,October,0,Sunday,0,1,0.5046954867852755,0.4953351577209715,0.5244215938303342,0.2961673881757177,2132,4692,6824,Tinggi
661,2012-10-22,Winter,2012,October,0,Monday,1,1,0.5337695501987074,0.5301370495955509,0.5844041131105397,0.12182044165465983,830,6228,7058,Tinggi
662,2012-10-23,Winter,2012,October,0,Tuesday,1,1,0.6043794139731445,0.5923060686791636,0.659811825192802,0.14874947250022832,841,6625,7466,Tinggi
663,2012-10-24,Winter,2012,October,0,Wednesday,1,1,0.6583744591835438,0.6296072176023303,0.6542416452442159,0.10387648166362348,795,6898,7693,Tinggi
664,2012-10-25,Winter,2012,October,0,Thursday,1,2,0.6116476183142302,0.5914974855163854,0.8230508997429306,0.2102439373345733,875,6484,7359,Tinggi
665,2012-10-26,Winter,2012,October,0,Friday,1,2,0.6064553317568321,0.5823904238550934,0.8299053984575835,0.22692602097877157,1182,6262,7444,Tinggi
666,2012-10-27,Winter,2012,October,0,Saturday,0,2,0.5867266365172629,0.5723920830257391,0.7403598971722365,0.4397297881775319,2643,5209,7852,Tinggi
667,2012-10-28,Winter,2012,October,0,Sunday,0,2,0.5213090593002238,0.5102230639421264,0.7142241645244215,0.7743527600993916,998,3461,4459,Sedang
668,2012-10-29,Winter,2012,October,0,Monday,1,3,0.47458221843091025,0.4729822962291671,0.9048843187660668,0.692286474174003,2,20,22,Rendah
669,2012-10-30,Winter,2012,October,0,Tuesday,1,2,0.32279101040376235,0.30300787686013503,0.8487969151670951,0.39296759053772096,87,1009,1096,Sedang
670,2012-10-31,Winter,2012,October,0,Wednesday,1,2,0.37178316851842025,0.3702029753760173,0.685518766066838,0.29743111991989635,419,5147,5566,Tinggi
671,2012-11-01,Winter,2012,November,0,Thursday,1,2,0.3821664955841267,0.38180929408589664,0.5981151670951157,0.27821538812953894,466,5520,5986,Tinggi
672,2012-11-02,Winter,2012,November,0,Friday,1,1,0.3686680457937993,0.36356366752320474,0.5368462724935732,0.5025720961021607,618,5229,5847,Tinggi
673,2012-11-03,Winter,2012,November,0,Saturday,0,2,0.35413039106253846,0.3213020709179939,0.5051413881748071,0.5115480961252502,1029,4109,5138,Tinggi
674,2012-11-04,Winter,2012,November,0,Sunday,0,1,0.33232453199019213,0.328773589363666,0.5479866323907454,0.32307889582418087,1201,3906,5107,Tinggi
675,2012-11-05,Winter,2012,November,0,Monday,1,1,0.3240183687572629,0.30060050426186324,0.5081408740359897,0.44103475097372286,378,4881,5259,Tinggi
676,2012-11-06,Winter,2012,November,0,Tuesday,1,1,0.2762523229470158,0.26580517556230654,0.583118766066838,0.311544509023725,466,5220,5686,Tinggi
677,2012-11-07,Winter,2012,November,0,Wednesday,1,2,0.29494305929474124,0.2566876128209786,0.5629820051413882,0.5807729709013912,326,4709,5035,Tinggi
678,2012-11-08,Winter,2012,November,0,Thursday,1,1,0.36514671106588786,0.3449885695743807,0.34290796915167093,0.6709184814686007,340,4975,5315,Tinggi
679,2012-11-09,Winter,2012,November,0,Friday,1,1,0.3769754550758184,0.36273802010536776,0.5561264781491002,0.3961609355160778,709,5283,5992,Tinggi
680,2012-11-10,Winter,2012,November,0,Saturday,0,1,0.41124180504664837,0.41330597101911926,0.6636678663239074,0.07309049205755938,2090,4446,6536,Tinggi
681,2012-11-11,Winter,2012,November,0,Sunday,0,1,0.4506991955257867,0.44976572090439493,0.6778066838046272,0.21668628921150357,2290,4562,6852,Tinggi
682,2012-11-12,Winter,2012,November,1,Monday,0,1,0.5306544274740865,0.5202148415964581,0.762639588688946,0.31155275523412745,1097,5172,6269,Tinggi
683,2012-11-13,Winter,2012,November,0,Tuesday,1,2,0.35413039106253846,0.320486924580193,0.6816627249357325,0.6589841534636249,327,3767,4094,Sedang
684,2012-11-14,Winter,2012,November,0,Wednesday,1,1,0.28663689606181203,0.2657999250222885,0.5676946015424165,0.3653757705310539,373,5122,5495,Tinggi
685,2012-11-15,Winter,2012,November,0,Thursday,1,2,0.3271334914818838,0.32215003313090745,0.6379609254498714,0.26922908034344645,320,5125,5445,Tinggi
686,2012-11-16,Winter,2012,November,0,Friday,1,1,0.3562075548953157,0.35196259935334345,0.5394169665809768,0.3064153661533882,484,5214,5698,Tinggi
687,2012-11-17,Winter,2012,November,0,Saturday,0,1,0.33128657309834847,0.32463222592443625,0.5608401028277635,0.3243591199891645,1313,4316,5629,Tinggi
688,2012-11-18,Winter,2012,November,0,Sunday,0,1,0.35309243217069486,0.3395476974806858,0.7125110539845758,0.423072443164541,922,3747,4669,Sedang
689,2012-11-19,Winter,2012,November,0,Monday,1,2,0.4008572319318521,0.38926374827651017,0.640959383033419,0.4384413178021458,449,5050,5499,Tinggi
690,2012-11-20,Winter,2012,November,0,Tuesday,1,2,0.392551068698923,0.3958873045092687,0.7043701799485861,0.12438027151884684,534,5100,5634,Tinggi
691,2012-11-21,Winter,2012,November,0,Wednesday,1,1,0.36659088196102213,0.3751804873131201,0.6311053984575835,0.1666853924361223,615,4531,5146,Tinggi
692,2012-11-22,Winter,2012,November,1,Thursday,0,1,0.3499773094460739,0.35611971441262724,0.5968298200514138,0.0628342678694864,955,1470,2425,Sedang
693,2012-11-23,Winter,2012,November,0,Friday,1,1,0.3852816183087476,0.3934090496207534,0.5848329048843187,0.258991410128779,1603,2307,3910,Sedang
694,2012-11-24,Winter,2012,November,0,Saturday,0,1,0.27313720022239485,0.22271793153925878,0.4160236503856041,0.7307777227801358,532,1745,2277,Sedang
695,2012-11-25,Winter,2012,November,0,Sunday,0,1,0.23264060480232307,0.2343229376141336,0.4815763496143959,0.26410199902571024,309,2115,2424,Sedang
696,2012-11-26,Winter,2012,November,0,Monday,1,1,0.3167489183670876,0.3411989923163597,0.5505573264781491,0.05000976145156392,337,4750,5087,Tinggi
697,2012-11-27,Winter,2012,November,0,Tuesday,1,2,0.289752018786433,0.26579336184726593,0.8089120822622108,0.4435848915406869,123,3836,3959,Sedang
698,2012-11-28,Winter,2012,November,0,Wednesday,1,1,0.29598226423567475,0.2765622194242678,0.5205655526992288,0.3884569134475695,198,5062,5260,Tinggi
699,2012-11-29,Winter,2012,November,0,Thursday,1,1,0.27629842676334015,0.2879296385633262,0.5713645244215938,0.19199301216130496,243,5080,5323,Tinggi
700,2012-11-30,Winter,2012,November,0,Friday,1,1,0.29805818201936213,0.3213296362530886,0.6679516709511568,0.07437896243294542,362,5306,5668,Tinggi
701,2012-12-01,Winter,2012,December,0,Saturday,0,2,0.29805818201936213,0.312189758716684,0.8294776349614396,0.07692168141054728,951,4240,5191,Tinggi
702,2012-12-02,Winter,2012,December,0,Sunday,0,2,0.3593226776199366,0.36771946994748406,0.8466149100257069,0.21025218354497577,892,3757,4649,Sedang
703,2012-12-03,Winter,2012,December,0,Monday,1,1,0.4901578320540148,0.4945042597631165,0.7892030848329048,0.12437161299792421,555,5679,6234,Tinggi
704,2012-12-04,Winter,2012,December,0,Tuesday,1,1,0.5192318954674466,0.511907174652913,0.7544987146529563,0.3128144254257055,551,6055,6606,Tinggi
705,2012-12-05,Winter,2012,December,0,Wednesday,1,1,0.472505054598133,0.45803400879780476,0.4987146529562982,0.6218246678374912,331,5398,5729,Tinggi
706,2012-12-06,Winter,2012,December,0,Thursday,1,1,0.24510109570080668,0.23513808395193442,0.5231362467866324,0.3141028958010915,340,5035,5375,Tinggi
707,2012-12-07,Winter,2012,December,0,Friday,1,2,0.3260942865409503,0.3188238160294786,0.7857758354755784,0.22307710227341837,349,4659,5008,Tinggi
708,2012-12-08,Winter,2012,December,0,Saturday,0,2,0.40189643687278565,0.4074923105841436,0.9370179948586118,0.16283647373076907,1153,4429,5582,Tinggi
709,2012-12-09,Winter,2012,December,0,Sunday,0,2,0.40501155959740653,0.408329771717021,0.9310200514138818,0.27951210471532745,441,2787,3228,Sedang
